ballpen,red
ballpen,black
ballpen,blue
ballpen,other
paper,A4
paper,short
paper,long
paper,colored
paper,art
paper,neon
paper,grade 1
paper,grade 2
paper,grade 3
paper,grade 4
paper,grade 5
paper,grade 6
paper,intermediate
paper,yellow
paper,newspaper
paper,other
